,Brand,Type,Coe_left(yrs),Dep($),Mileage(mile),Road Tax($),Dereg Value($),COE($),Engine Cap(cc),Curb Weight(kg),Manufactured(yrs),Transmission,OMV($),ARF($),Power,No. of Owners,Price($)
1529,Porsche,Sports Car,8,37680,14900,2380,158595,38602,2995,1815,2,1,108348,167027,243,1,408800
1530,Hyundai,Mid-Sized Sedan,7,8400,46000,738,30304,28457,1591,1345,3,1,12515,12515,93,2,67999
1531,Honda,SUV,5,9840,68000,682,35672,53000,1496,1190,5,1,20417,10584,96,4,56800
1532,BMW,Luxury Sedan,8,16310,26800,1210,77639,52502,1998,1540,2,1,43149,52409,135,1,159800
1533,Peugeot,Hatchback,5,8850,67000,508,36044,49751,1199,1150,5,1,20820,11148,96,1,54800
1534,Toyota,SUV,8,13350,14000,1210,60023,39700,1998,1695,2,1,30808,35132,170,1,130800
1535,Honda,Luxury Sedan,1,9940,180000,1694,5808,26237,1998,1370,14,1,19936,21930,114,4,11000
1536,Kia,Mid-Sized Sedan,8,8620,7660,738,33720,27000,1591,1287,2,1,14651,14651,93,1,79888
1537,Honda,SUV,5,10510,42804,682,34166,52301,1496,1190,6,1,19809,9809,96,1,58800
1538,Honda,Mid-Sized Sedan,8,10220,29400,742,41434,31783,1597,1237,2,1,20072,20101,92,1,94800
1539,Mercedes-Benz,Luxury Sedan,8,15490,24177,740,64435,39406,1595,1490,2,1,36204,42686,115,1,148800
1540,Toyota,SUV,5,12960,46407,1196,49390,55100,1986,1610,5,1,28749,27249,111,2,81800
1541,Audi,Luxury Sedan,7,16670,46000,1194,64873,41000,1984,1535,3,1,38190,45466,140,1,152988
1542,Mitsubishi,Mid-Sized Sedan,5,9660,100000,738,36759,48000,1590,1284,5,1,13067,13067,86,1,60800
1543,Toyota,SUV,1,8340,161000,955,6236,20997,1495,1150,14,1,14166,15583,80,4,12388
1544,Audi,Sports Car,4,22800,39000,1194,62800,61001,1984,1530,6,1,43466,52853,210,4,123000
1545,Maserati,SUV,7,33270,22000,2362,127163,32200,2979,2109,2,1,91041,135874,257,1,328888
1546,Mercedes-Benz,Luxury Sedan,6,15790,73800,740,67109,55414,1595,1425,4,1,37239,44135,115,1,119000
1547,BMW,Luxury Sedan,5,20910,78000,1210,77893,54405,1998,1540,4,1,49363,61109,185,2,153800
1548,Toyota,MPV,6,8460,136889,2293,32547,50168,2362,1750,14,1,28508,31359,125,1,54888
1549,Nissan,Hatchback,8,7900,13318,508,34319,35320,1198,1048,2,1,13694,5000,58,1,70888
1550,Volkswagen,Hatchback,4,8400,122000,682,13231,16438,1390,1129,11,1,15050,15050,63,4,33800
1551,Mercedes-Benz,Luxury Sedan,6,15010,85000,740,57976,37605,1595,1425,4,1,36252,42753,115,1,124800
1552,Toyota,MPV,5,11750,38200,976,40512,51010,1798,1360,5,1,19953,19953,105,1,68800
1553,Mazda,SUV,7,9450,27000,1210,36638,32429,1998,1290,3,1,17198,17198,115,1,77800
1554,Opel,SUV,8,9900,12000,508,55249,33009,1199,1295,3,1,31391,35948,96,1,102800
1555,Peugeot,Stationwagon,5,8940,71000,508,37042,51765,1199,1190,5,1,18998,8998,96,1,56800
1556,Mercedes-Benz,SUV,9,53910,12000,3922,212472,39500,3982,2560,1,1,149856,241741,430,1,628988
1557,Hyundai,Hatchback,2,8390,128000,959,6992,12864,1591,1314,12,1,12503,12503,89,2,22800
1558,Mazda,Mid-Sized Sedan,6,8500,29589,682,29569,37000,1496,1102,3,1,14792,5000,85,1,61800
1559,Toyota,Luxury Sedan,9,7000,122000,1331,38985,40714,1998,1530,11,1,26382,26382,108,3,66998
1560,Mazda,Luxury Sedan,5,11590,57000,1786,52826,54000,2488,1515,5,1,26055,28477,141,1,81800
1561,SEAT,SUV,7,9900,27000,392,29458,28199,999,1210,3,1,20759,11063,85,1,79800
1562,Audi,Luxury Sedan,3,20260,41000,2380,93356,72002,2995,1955,7,1,74457,106023,228,1,121800
1563,Kia,Hatchback,1,12430,126420,738,12874,52319,1591,1261,9,1,13374,13374,91,4,19800
1564,Honda,Hatchback,5,9540,105000,684,38555,50889,1498,1046,5,1,17647,12647,96,1,60800
1565,Mitsubishi,Mid-Sized Sedan,8,7530,31218,506,30960,32309,1193,940,2,1,13960,5000,59,1,65888
1566,Nissan,SUV,5,11610,55000,1210,48892,53106,1997,1626,5,1,23955,25537,106,2,77800
1567,BMW,Luxury Sedan,3,14130,103000,742,42328,78001,1598,1405,7,1,26620,19268,100,1,65800
1568,Nissan,SUV,5,9920,74018,508,40296,51765,1197,1285,4,1,18583,13583,85,1,64500
1569,Mitsubishi,SUV,7,11330,81300,1210,44294,37989,1998,1480,3,1,21869,22617,110,1,92800
1570,BMW,MPV,9,12280,18048,684,65947,37766,1499,1490,1,1,35066,41093,80,1,134800
1571,Volvo,Hatchback,5,10620,68000,684,42499,51507,1498,1454,5,1,23513,19919,90,1,66800
1572,Toyota,MPV,6,8600,160000,2293,34005,50578,2362,1760,14,1,31247,34372,125,2,57800
1573,Porsche,Sports Car,6,20400,85000,4189,26738,38712,3387,1395,13,1,102153,102153,223,2,140888
1574,Mercedes-Benz,Luxury Sedan,3,16790,108500,1202,54249,65501,1991,1680,7,1,46713,52399,155,2,78000
1575,Toyota,MPV,6,10880,49000,976,45247,47390,1798,1355,4,1,19955,19955,105,1,82800
1576,Mazda,SUV,9,11340,4254,1210,50965,39500,1998,1453,1,1,24569,26397,121,1,120800
1577,Chevrolet,MPV,5,8520,51500,604,41738,53001,1362,1650,5,1,16114,16114,103,1,55800
1578,Mitsubishi,SUV,8,10730,17000,684,46873,30890,1499,1490,2,1,24732,26625,120,1,106800
1579,Honda,Hatchback,7,8790,55191,578,28575,31997,1318,1052,3,1,15594,5594,73,1,69800
1580,SEAT,SUV,8,11310,25276,624,55077,39406,1395,1476,3,1,27579,30611,110,1,107500
1581,BMW,Luxury Sedan,5,17830,51000,1210,60157,55501,1998,1540,5,1,38266,40573,135,1,115800
1582,BMW,SUV,5,13930,69000,684,48160,46229,1499,1430,5,1,30895,30253,100,1,91900
1583,Mitsubishi,SUV,5,11640,30000,1636,48194,55414,2360,1625,4,1,19928,19928,123,2,79800
1584,Kia,SUV,7,9170,30800,392,27238,25689,998,1185,2,1,18907,8907,88,1,77800
1585,Toyota,Luxury Sedan,9,6900,118000,1331,46603,47316,1998,1530,10,1,23514,23514,108,2,68000
1586,Mercedes-Benz,SUV,9,13530,10130,740,56705,38504,1595,1435,2,1,25600,27840,90,1,139800
1587,BMW,SUV,7,20720,66000,1210,76700,32551,1998,1715,3,1,55168,71303,185,1,183500
1588,SEAT,Hatchback,5,14860,57000,1194,54794,48556,1984,1421,5,1,30720,35008,213,1,105500
1589,Honda,Sports Car,7,13900,175000,1452,27989,35411,1998,1270,13,0,32511,32511,165,4,109888
1590,Mercedes-Benz,SUV,8,24970,26000,2382,101036,39889,2996,1855,3,1,67080,92744,270,1,252800
1591,Mitsubishi,Mid-Sized Sedan,4,7170,29339,70,17285,28000,1193,940,5,1,13737,5000,57,1,37800
1592,Honda,Mid-Sized Sedan,7,10030,39569,742,39748,34110,1597,1249,3,1,20367,20514,92,2,81888
1593,Toyota,SUV,5,12750,37000,1196,56210,55414,1986,1610,5,1,31327,30858,111,1,91500
1594,BMW,Sports Car,9,16610,82000,3948,49662,49716,3999,1600,10,1,86975,86975,309,6,165888
1595,Mercedes-Benz,SUV,8,21180,20000,1202,87405,34381,1991,1760,3,1,59842,79716,155,1,210000
1596,Volkswagen,Sports Car,1,14370,60000,620,25526,77201,1390,1285,9,1,26183,26183,118,1,33800
1597,BMW,Luxury Sedan,2,14660,103008,1210,46090,75700,1997,1420,8,1,41292,44809,135,2,59600
1598,Kia,Hatchback,3,6660,93720,530,11424,15988,1086,872,12,1,8478,8478,47,3,23800
1599,Skoda,SUV,7,14860,41339,1194,52005,31307,1984,1933,3,1,33031,38244,132,2,129800
1600,MINI,Hatchback,7,6620,143000,965,19958,25525,1598,1105,13,1,28024,28024,88,2,51800
1601,Audi,Luxury Sedan,6,13860,69000,624,52971,49996,1395,1450,4,1,32727,27818,110,1,102888
1602,Toyota,MPV,1,12100,194204,2293,8140,25925,2362,1770,14,1,28786,31665,125,5,18998
1603,Nissan,SUV,4,10930,87000,508,34383,57089,1197,1285,6,1,18413,13413,85,1,54550
1604,Lexus,Luxury Sedan,8,16420,42893,1784,73235,35906,2487,1620,2,1,47664,58730,152,1,162800
1605,Honda,Hatchback,8,7950,34108,578,29526,30000,1317,1030,2,1,15592,5592,73,1,69888
1606,Mercedes-Benz,Luxury Sedan,8,19110,22259,1202,90310,40001,1991,1640,2,1,57838,76109,145,1,196800
1607,Mazda,Mid-Sized Sedan,9,5940,170000,816,29703,32190,1598,1275,11,1,19342,19342,77,3,54800
1608,Lexus,Sports Car,3,37970,54950,5466,122091,77600,4969,1860,6,1,93813,140864,351,3,219800
1609,BMW,Luxury Sedan,9,8420,160834,1976,37975,40014,2497,1650,11,1,39742,39742,150,1,79888
1610,BMW,MPV,9,11910,5600,684,62802,35990,1499,1490,1,1,32724,37814,80,1,132888
1611,Volkswagen,Sports Car,6,9660,118000,3755,31800,50355,3189,1617,14,1,39828,43811,184,3,61000
1612,Lexus,Luxury Sedan,8,7530,110339,2160,32758,39936,2500,1625,12,1,38495,38495,153,5,61800
1613,Nissan,Luxury Sedan,4,10810,74095,1210,44254,60001,1997,1470,6,1,24401,26162,100,1,59800
1614,Land Rover,SUV,6,26980,15400,2380,117762,53711,2995,2223,4,1,76691,110044,250,2,232000
1615,Volkswagen,MPV,2,11620,51000,620,28892,73989,1390,1536,9,1,24761,21666,103,1,35800
1616,Toyota,MPV,3,14670,115000,1638,48140,68668,2362,1740,6,1,29052,32673,125,1,73800
1617,Volkswagen,Hatchback,1,21330,100300,508,18446,68656,1197,1222,9,1,19379,19379,77,1,33888
1618,Subaru,SUV,6,12400,77400,1210,49661,57390,1998,1682,4,1,16361,16361,177,2,89000
1619,Mercedes-Benz,SUV,8,13290,13728,740,50425,32309,1595,1435,2,1,27705,30787,90,1,127800
1620,Honda,Stationwagon,4,10460,60089,682,24936,43000,1496,1130,6,1,16524,6524,97,2,52800
1621,Toyota,MPV,8,18470,24000,1792,83847,37000,2493,2030,2,1,54890,70802,134,1,188888
1622,BMW,Luxury Sedan,3,14550,59876,742,42335,72180,1598,1405,7,1,32715,27801,100,2,62800
1623,BMW,Luxury Sedan,5,23820,128000,1210,107188,55201,1998,1720,5,1,72535,102563,190,1,182000
1624,BMW,Luxury Sedan,9,11040,72992,2620,35923,38216,2996,1855,11,1,72125,72125,190,2,103800
1625,Nissan,Hatchback,6,8380,38000,508,30499,41617,1198,1048,4,1,13758,5000,58,1,56388
1626,Toyota,Mid-Sized Sedan,1,7950,125000,958,6236,20997,1497,1095,14,1,12498,13748,80,5,11800
1627,Ford,Hatchback,5,8690,42500,392,38849,50101,999,1327,5,1,19244,14244,92,1,56000
1628,Honda,Mid-Sized Sedan,5,10930,63500,742,44383,50101,1597,1249,5,1,20818,21146,92,3,72800
1629,Mercedes-Benz,Luxury Sedan,9,7710,110000,1071,38963,40714,1796,1505,11,1,44126,44126,135,4,73800
1630,Mitsubishi,SUV,6,12220,80000,1636,45667,50110,2360,1625,4,1,20167,20234,123,2,84500
1631,Mercedes-Benz,Luxury Sedan,6,15810,69000,740,64115,49802,1595,1425,4,1,37239,44135,115,1,120500
1632,Honda,Mid-Sized Sedan,7,9970,60100,742,33935,25000,1597,1249,3,1,19877,19877,92,1,85800
1633,Hyundai,Mid-Sized Sedan,8,8460,36573,738,34180,28589,1591,1345,2,1,14703,14703,93,1,75888
1634,Porsche,Sports Car,8,14840,73000,2712,30972,35416,2893,1440,12,1,70975,70975,188,1,129800
1635,Mercedes-Benz,Luxury Sedan,5,15750,82000,740,56661,53001,1595,1425,5,1,35465,36651,115,2,105000
1636,Mercedes-Benz,Luxury Sedan,9,7550,145000,742,41878,42283,1597,1500,10,1,31086,31086,115,4,74800
1637,Volkswagen,Hatchback,7,9490,133203,744,20689,26175,1390,1241,12,1,21831,21831,90,2,75000
1638,MINI,Sports Car,4,15930,64000,1210,43677,55089,1998,1240,6,1,27967,26154,141,2,86800
1639,Mercedes-Benz,SUV,3,25580,83000,1202,70058,74389,1991,1585,7,1,52702,66864,265,3,124888
1640,Honda,SUV,4,10830,67610,682,31601,54301,1496,1190,6,1,18951,8951,96,1,55000
1641,BMW,Hatchback,4,11610,123820,684,45338,60001,1499,1360,6,1,29130,27782,100,1,63998
1642,Volvo,Luxury Sedan,5,10830,65000,684,47176,48000,1498,1589,5,1,25281,27394,90,1,73777
1643,Nissan,SUV,5,9960,62703,508,39835,50789,1197,1285,5,1,18725,13725,85,2,64800
1644,Mercedes-Benz,Luxury Sedan,2,17320,110000,740,39532,85000,1595,1430,8,1,31391,25948,115,3,61800
1645,Honda,SUV,5,9850,58421,682,40590,49751,1496,1185,5,1,21292,16809,96,1,63800
1646,Mercedes-Benz,Luxury Sedan,7,17820,52000,740,50569,36426,1595,1430,3,1,29059,32683,90,1,143800
1647,Ferrari,Sports Car,1,189270,32000,4728,194618,97889,4497,1485,9,1,320959,320959,425,5,518800
1648,Mercedes-Benz,Luxury Sedan,5,15410,72508,740,56442,54447,1595,1425,5,1,35663,36929,115,1,99800
1649,Audi,SUV,7,13580,35401,624,47319,32900,1395,1355,3,1,28718,32206,110,1,116700
1650,Toyota,Mid-Sized Sedan,3,6700,160254,821,10412,15287,1497,1095,12,1,12717,12717,80,5,22800
1651,Toyota,Mid-Sized Sedan,8,8490,50000,682,32302,26667,1496,1085,2,1,13787,13787,79,1,76800
1652,Mercedes-Benz,Hatchback,4,12820,67000,740,43393,66590,1595,1425,6,1,25919,23287,90,1,63800
1653,Mercedes-Benz,Luxury Sedan,9,14970,13000,684,60723,33000,1497,1505,1,1,34175,39845,95,1,159800
1654,Alfa Romeo,Sports Car,3,31840,31920,910,95466,70890,1742,920,7,1,77568,106623,177,3,170800
1655,Mazda,Sports Car,4,11480,241000,858,23725,49541,1308,1330,16,1,30788,33867,154,4,55000
1656,Mercedes-Benz,Hatchback,2,15020,62000,740,34799,85000,1595,1395,8,1,28030,21242,115,2,49600
1657,Volkswagen,MPV,9,13970,5300,1194,62633,35889,1984,1790,1,1,34050,39670,162,1,147800
1658,Mazda,Mid-Sized Sedan,6,8050,84000,682,30296,38510,1496,1102,3,1,14560,5000,85,2,58000
1659,Honda,Stationwagon,5,10120,75000,682,35319,53000,1496,1130,5,1,19319,9319,97,1,58777
1660,BMW,Sports Car,9,7990,88000,1976,30416,32914,2497,1460,11,1,42771,42771,160,4,73800
1661,Volkswagen,Hatchback,9,9870,12760,624,50789,38504,1395,1270,1,1,19882,19882,92,1,101888
1662,Nissan,SUV,6,10600,57000,508,37494,45201,1197,1285,4,1,18583,13583,85,2,70800
1663,Toyota,MPV,3,13160,73800,1638,59124,77600,2362,1775,6,1,37090,43926,125,3,73800
1664,Hyundai,Mid-Sized Sedan,8,8030,29000,738,31195,26667,1591,1345,2,1,12593,12593,93,2,71800
1665,Porsche,Sports Car,0,313020,71688,3638,77472,75889,3800,1490,10,1,144631,144631,294,6,285000
1666,Honda,Mid-Sized Sedan,8,9730,21000,742,36948,26667,1597,1237,2,1,20084,20118,92,1,89800
1667,Toyota,MPV,5,10710,97000,974,43994,53001,1797,1350,5,1,18870,18870,105,1,69800
1668,Volkswagen,Hatchback,4,8790,115000,682,14246,16570,1390,1129,11,1,15049,15049,63,3,37800
1669,Mercedes-Benz,Luxury Sedan,7,14190,23000,740,44622,26170,1595,1430,3,1,28763,32269,90,1,126888
1670,Toyota,MPV,2,16380,133000,1638,44124,76607,2362,1920,8,1,37229,44121,125,2,59800
1671,Honda,Hatchback,5,8950,82000,684,38947,50889,1498,1046,5,1,18058,13058,96,1,57800
1672,Mitsubishi,SUV,4,11340,103705,1636,42339,60000,2360,1530,6,1,20787,21102,123,2,62800
1673,Toyota,Mid-Sized Sedan,8,10410,18021,682,36333,30009,1496,1140,2,1,23124,14374,73,1,95800
1674,Audi,SUV,4,26320,15000,2380,96820,60000,2995,2105,6,1,70699,99259,245,2,169900
1675,Mazda,MPV,4,10250,60888,1210,37732,49602,1998,1535,5,1,19211,19211,111,1,59800
1676,Perodua,Hatchback,1,6890,94000,546,6029,20997,989,806,14,1,5588,5987,40,3,9888
1677,Honda,MPV,1,8550,237000,1369,7884,25925,1799,1370,14,1,20377,22415,103,5,13000
1678,Mercedes-Benz,Luxury Sedan,5,27430,48900,2382,132113,56410,2996,1940,5,1,89948,133907,200,1,221000
1679,BMW,Sports Car,5,22050,24000,1210,74487,54901,1998,1735,5,1,48809,60333,185,3,151888
1680,Mitsubishi,SUV,8,10720,20902,684,46915,30890,1499,1490,2,1,24732,26625,120,1,106800
1681,BMW,Sports Car,9,7520,140000,1329,38862,40714,1995,1390,11,1,35179,35179,115,3,71788
1682,Land Rover,SUV,7,16950,12300,1210,71010,30959,1997,1752,3,1,51008,63815,177,1,158800
1683,Audi,Sports Car,1,22430,130000,976,32390,93990,1798,1335,9,1,38357,38357,118,4,48000
1684,Subaru,SUV,7,11920,35563,1208,36399,31809,1995,1591,3,1,17326,17326,115,1,98800
1685,Honda,Mid-Sized Sedan,6,10500,18000,742,39395,36296,1597,1249,3,1,19724,19724,92,2,81000
1686,Toyota,MPV,8,19160,30000,1792,76573,37109,2494,2045,2,1,48189,59465,134,1,194800
1687,Mitsubishi,Mid-Sized Sedan,4,9620,89000,738,33292,56001,1590,1289,6,1,11943,11943,86,2,48800
1688,BMW,Sports Car,3,22230,68000,2362,59177,79500,2979,1470,7,1,36826,43557,240,2,109800
1689,Nissan,Hatchback,4,8800,47800,508,29937,59200,1198,1081,6,1,13923,5000,72,1,41800
1690,Honda,MPV,4,13900,67000,1630,45976,60789,2356,1855,6,1,26576,29207,129,1,72999
1691,Toyota,Mid-Sized Sedan,4,10000,97998,742,37815,55399,1598,1205,6,1,19589,19589,90,3,53300
1692,McLaren,Sports Car,2,89440,21000,3634,282673,83000,3798,1514,8,1,258483,437270,460,2,448000
1693,Audi,Luxury Sedan,7,16010,20531,1194,62966,36961,1984,1535,3,1,38186,45461,140,1,147800
1694,Peugeot,SUV,7,11950,52000,742,62789,43102,1598,1430,2,1,33078,38310,133,1,113555
1695,Toyota,SUV,0,12430,183000,2293,5019,26246,2362,1600,14,1,27918,30710,118,3,11888
1696,Mercedes-Benz,SUV,7,13030,31000,740,46979,32699,1595,1435,3,1,28179,31451,90,1,108900
1697,Toyota,MPV,5,9290,38000,474,36488,39889,1797,1350,5,1,20163,20229,105,1,59800
1698,BMW,Luxury Sedan,6,13820,54500,684,56500,39903,1499,1425,4,1,33947,39526,100,2,112800
1699,Kia,Mid-Sized Sedan,6,7230,43968,238,28148,25902,1591,1295,4,1,15532,15532,95,1,53800
1700,Maserati,Luxury Sedan,3,32910,39000,2362,104396,79500,2979,1850,7,1,78658,113585,243,1,185800
1701,Honda,Mid-Sized Sedan,4,9390,55000,684,30934,45000,1497,1096,5,1,18264,13264,88,4,51800
1702,BMW,SUV,7,20710,32000,1210,61591,32311,1998,1660,3,1,41902,50663,135,1,176800
1703,Mercedes-Benz,SUV,7,14460,58252,740,43677,23568,1595,1435,3,1,29951,33932,90,1,128800
1704,Opel,Hatchback,6,9170,27693,392,34094,46791,999,1188,4,1,19155,5000,77,2,61999
1705,Mercedes-Benz,Sports Car,7,27680,15000,1202,101582,31301,1991,1780,4,1,73752,104754,180,1,255888
1706,BMW,Sports Car,2,20510,126000,1210,57229,82000,1997,1470,7,1,50676,58217,180,1,85800
1707,BMW,Luxury Sedan,3,21420,81000,1210,61615,68689,1997,1530,7,1,52257,61063,180,2,98888
1708,Mitsubishi,Mid-Sized Sedan,7,8840,120000,1452,31542,39563,1998,1397,12,0,21006,21006,114,2,70500
1709,Mitsubishi,SUV,6,12110,85000,1636,52318,57414,2360,1535,4,1,19715,19715,123,1,89000
1710,Honda,Hatchback,3,10950,201000,684,26074,63880,1498,1046,7,1,16000,6000,96,2,41000
1711,Skoda,Mid-Sized Sedan,8,15510,21000,1194,51653,38000,1984,1577,2,1,26681,29354,180,1,149800
1712,Mercedes-Benz,Hatchback,5,13620,65800,740,38243,47020,1595,1395,5,1,22519,18527,90,1,79800
1713,Chevrolet,MPV,5,8780,120000,604,40984,50621,1362,1650,5,1,15979,15979,103,1,58300
1714,Toyota,MPV,5,11100,73000,974,45143,57903,1797,1350,5,1,20062,20087,105,1,67699
1716,Honda,Mid-Sized Sedan,7,9550,78799,742,39311,31997,1597,1249,3,1,20645,20903,92,1,81000
1717,BMW,SUV,9,19270,7300,1210,71843,39500,1998,1685,1,1,44437,54212,135,1,209800
1718,Honda,MPV,7,6810,167245,1954,27989,35411,2354,1680,13,1,37136,37136,132,2,53800
1719,Toyota,MPV,2,19620,88000,1638,48798,73010,2362,1970,8,1,41113,49559,125,2,76000
1720,Kia,SUV,7,9320,49000,392,26568,25689,998,1185,3,1,18830,8830,88,1,76800
1721,Kia,Mid-Sized Sedan,8,8810,26000,738,33755,28589,1591,1287,3,1,13854,13854,93,1,78888
1722,Honda,Hatchback,7,7050,9983,78,19174,21001,1318,1052,3,1,15750,5750,73,1,52800
1723,Honda,MPV,9,8660,60000,1076,30416,32914,1799,1370,12,1,24970,24970,103,2,80000
1724,Honda,Hatchback,4,9960,108000,684,29850,45000,1498,1046,5,1,16698,11698,96,1,53800
1725,Honda,SUV,9,9410,10706,682,42433,32699,1496,1190,2,1,24704,16586,96,1,94588
1726,Mazda,SUV,4,11210,50900,1786,39387,44001,2488,1568,6,1,26976,29767,141,1,68800
1727,Mercedes-Benz,Luxury Sedan,9,22910,3000,1202,71266,36000,1991,1570,2,1,41743,50441,225,1,238000
1728,BMW,Luxury Sedan,8,16330,19000,1210,68860,40000,1998,1540,2,1,43149,52409,135,1,162800
1729,BMW,Luxury Sedan,9,9990,60000,2382,49662,49716,2996,1855,11,1,73320,73320,190,3,99800
1730,Lexus,Luxury Sedan,8,17420,16500,1784,75839,38602,2487,1620,2,1,47664,58730,152,1,172800
1731,BMW,Luxury Sedan,2,14790,90000,742,33120,77304,1598,1405,8,1,31132,25585,100,1,46800
1732,Mercedes-Benz,Luxury Sedan,7,18480,16500,1202,81298,32302,1991,1605,3,1,57519,75535,135,2,178800
1733,Nissan,SUV,5,10050,65223,508,37681,53694,1197,1285,5,1,18974,13974,85,1,57888
1734,Honda,MPV,6,14420,56787,1630,62883,57390,2356,1855,4,1,30068,34096,129,2,110800
1735,Honda,Hatchback,4,9490,75300,578,30562,54301,1317,1020,6,1,12764,7764,73,1,47800
1736,Honda,MPV,2,10680,158000,1271,7945,15777,1799,1385,13,1,26398,26398,103,3,26888
1737,Honda,Hatchback,5,8900,100000,684,35954,52301,1498,1046,5,1,17059,12059,96,2,51800
1738,Honda,MPV,5,10680,39887,684,38306,47020,1497,1160,5,1,19298,19298,88,1,63800
1739,Mitsubishi,SUV,6,9740,55428,1210,38901,37605,1998,1365,4,1,17319,17319,110,1,75800
1740,BMW,Hatchback,2,14050,69000,742,27448,69903,1598,1310,8,1,28411,21776,100,2,39800
1741,Volkswagen,Sports Car,6,11200,60900,620,43214,46778,1390,1245,5,1,19017,19017,90,1,78800
1742,Hyundai,Mid-Sized Sedan,2,6380,140000,386,7595,13088,1591,1264,12,1,11372,11372,89,4,18500
1743,Land Rover,SUV,7,26540,37800,1210,93773,31302,1997,1983,3,1,67922,94260,184,1,242800
1744,Mitsubishi,Mid-Sized Sedan,5,9160,29000,738,37279,48000,1590,1284,5,1,13251,13251,86,1,58800
1745,Subaru,SUV,7,11070,62000,1208,33523,31101,1995,1591,3,1,13602,13602,110,1,89800
1746,Honda,SUV,4,10050,117896,682,28355,45000,1496,1190,6,1,19809,9809,96,1,52888
1747,Audi,Hatchback,7,11810,47200,392,45010,36426,999,1275,3,1,24173,25843,85,1,96000
1748,Mazda,Mid-Sized Sedan,5,9100,61000,682,36895,50991,1496,1321,5,1,17200,12200,88,1,55600
1749,Volkswagen,SUV,8,14120,17000,624,58080,32889,1395,1660,2,1,33670,39138,110,1,142888
1750,Mercedes-Benz,Luxury Sedan,9,14840,17000,684,65249,37766,1497,1505,1,1,34175,39845,95,1,158888
1751,Honda,SUV,6,7490,145000,2279,32088,52473,2354,1605,14,1,27786,30565,125,4,45800
1752,Mitsubishi,SUV,8,11180,18840,1210,46363,37000,1998,1480,2,1,19986,19986,110,2,104800
1753,Mercedes-Benz,Luxury Sedan,8,15030,21000,586,61343,32889,1332,1385,2,1,36838,43574,120,2,152800
1754,Audi,Hatchback,4,11800,51000,624,37566,56209,1395,1300,6,1,26896,19655,92,3,59800
1755,Mitsubishi,Mid-Sized Sedan,8,7430,188000,821,24084,29839,1499,1313,12,1,18296,18296,80,5,60000
1756,BMW,Luxury Sedan,5,24380,61200,1210,107353,56410,1998,1720,5,1,72535,102563,190,1,182800
1757,Lexus,SUV,5,47600,86000,6550,164137,55100,5662,2730,5,1,115926,180667,277,3,338000
1758,Mercedes-Benz,Luxury Sedan,5,18440,71000,1202,80119,57903,1991,1605,5,1,52106,65791,135,1,130888
1759,Nissan,Mid-Sized Sedan,5,5540,216434,1026,28389,51271,1498,1130,15,1,15203,12692,80,5,30700
1760,BMW,MPV,6,12380,71000,684,55261,38941,1499,1480,3,1,32596,37635,75,1,104800
1761,Volvo,Hatchback,6,10410,57326,684,41689,42900,1498,1454,4,1,23535,19949,90,1,74800
1762,Nissan,SUV,8,11710,21621,1210,51525,37109,1997,1626,2,1,24391,26148,106,1,113800
1763,Mercedes-Benz,Luxury Sedan,7,14580,6288,740,43192,25689,1595,1480,3,1,28021,31230,90,1,127800
1764,BMW,Luxury Sedan,3,20110,93000,1210,60396,69001,1997,1530,7,1,51234,59222,180,2,93800
1765,Mercedes-Benz,Hatchback,7,13130,33800,588,46452,32909,1333,1375,3,1,26578,29210,120,1,114800
1766,BMW,Luxury Sedan,5,22810,72850,1210,107245,56410,1998,1720,5,1,72535,102563,190,2,173888
1767,Porsche,Sports Car,7,17910,70000,2712,23902,31553,2893,1435,12,1,83516,83516,195,5,135700
1768,Suzuki,Mid-Sized Sedan,1,7830,185000,1030,7028,21485,1586,1205,14,1,12476,13724,75,3,12800
1769,Mercedes-Benz,SUV,9,15380,652,586,79555,62100,1332,1485,1,1,34894,40852,120,1,173988
1770,Volkswagen,Sports Car,7,6930,130000,744,20689,26175,1390,1285,12,1,23485,23485,118,1,54800
1771,Honda,Stationwagon,2,8290,133208,887,6851,13024,1496,1160,13,1,14905,14905,81,5,21800
1772,Ferrari,Sports Car,8,72560,11500,3724,357949,40001,3855,1675,2,1,256479,433663,441,1,810000
1773,Toyota,MPV,1,20470,88224,1638,33215,84389,2362,1790,9,1,40398,40398,125,1,46888
